14	1528	55																											
																													
ind	pop	C08		C24		D05		D10		D33		D34		D41		Q02		Q03		Q04		T13		T15		T29		T30	
SMFN21	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN22	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN23	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN24	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN25	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN26	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN27	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN28	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN29	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN30	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN31	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SMFN32	pop37	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST01	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST02	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST03	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST04	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST05	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST06	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST07	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST08	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST09	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST10	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST11	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST12	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST13	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST14	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST15	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST16	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST17	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST18	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST19	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST20	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST21	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST22	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST23	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST24	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST25	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST26	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST27	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST28	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST29	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST30	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST31	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAST32	pop38	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH01	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH02	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH03	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH04	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH05	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH06	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH07	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH08	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH09	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH10	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH11	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH12	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH13	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH14	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH15	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH16	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH17	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH18	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH19	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH20	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH21	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH22	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH23	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH24	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH30	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH31	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH32	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH33	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH34	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH35	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH36	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SmBH37	pop39	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB01	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB02	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB03	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB04	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB05	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB06	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB07	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB08	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB09	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB10	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB11	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB12	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB13	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB14	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB15	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB16	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB17	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB18	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB19	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB20	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB21	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB22	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB23	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB24	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB25	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB26	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB27	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB28	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB29	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB30	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB31	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TREB32	pop41	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL01	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL02	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL03	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL04	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL05	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL06	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL07	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL08	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL09	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL10	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL11	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL12	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL13	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL14	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL15	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL16	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL17	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL18	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL19	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL20	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL21	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL22	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL23	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL24	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL25	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL26	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL27	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL28	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL29	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL30	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL31	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CAL32	pop42	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm01	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm02	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm03	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm04	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm05	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm06	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm07	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm08	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm09	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm10	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm11	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm12	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm13	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm14	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm15	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm17	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm18	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm19	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
Sm20	pop43	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
